4.41;-26.36;46.84;0.0210
4.15;-20.98;46.91;0.0210
2.42;-16.29;46.99;0.0210
4.79;-15.94;47.06;0.0210
5.39;-17.38;47.13;0.0210
4.05;-18.63;47.20;0.0210
4.78;-15.54;47.27;0.0210
3.09;-13.99;47.34;0.0210
4.30;-9.81;47.40;0.0210
2.29;-10.60;47.47;0.0210
-2.74;-12.65;47.34;0.0210
-3.83;-12.15;47.22;0.0210
-3.92;-12.44;47.09;0.0210
-4.35;-9.61;46.97;0.0210
-9.92;-4.80;46.89;0.0210
-12.22;-6.37;46.79;0.0210
-12.26;-10.01;46.68;0.0210
-17.54;-14.07;46.57;0.0210
-13.00;-9.63;46.47;0.0210
-14.58;-3.73;46.39;0.0210
-25.16;-6.96;46.30;0.0210
-24.82;-10.94;46.20;0.0210
-30.00;-13.53;46.10;0.0210
-33.14;-16.08;46.00;0.0210
-32.63;-5.83;45.92;0.0210
-33.25;2.81;45.85;0.0210
-31.86;-5.90;45.76;0.0210
-34.34;-8.91;45.67;0.0210
-37.56;-9.60;45.58;0.0210
-47.04;-1.72;45.50;0.0210
-45.24;-3.13;45.41;0.0210
-47.85;-8.88;45.33;0.0210
-51.84;-8.31;45.24;0.0210
-54.62;4.35;45.16;0.0210
-52.32;15.12;45.09;0.0210
-59.98;16.55;45.02;0.0210
-61.81;9.81;44.94;0.0210
-64.71;-5.20;44.85;0.0210
-65.78;-15.80;44.77;0.0210
-68.29;-11.63;44.68;0.0210
-73.48;-2.93;44.60;0.0210
-70.69;3.88;44.52;0.0210
-68.47;17.84;44.45;0.0210
-71.78;26.88;44.38;0.0210
-71.51;20.39;44.30;0.0210
-82.71;4.41;44.22;0.0210
-83.85;-26.45;44.13;0.0210
-82.00;9.21;44.06;0.0210
-80.98;27.95;43.98;0.0210
-83.95;38.27;43.90;0.0210
-86.80;4.60;43.82;0.0210
-83.99;34.64;43.75;0.0210
-86.47;60.75;43.68;0.0210
-84.51;59.62;43.60;0.0210
-91.61;89.89;43.53;0.0210
-92.97;113.60;43.45;0.0210
-91.07;103.56;43.37;0.0210
-89.77;94.28;43.30;0.0210
-91.40;97.35;43.23;0.0210
-89.59;89.36;43.15;0.0210
-88.04;77.45;43.07;0.0210
-88.74;78.88;43.00;0.0210
-92.07;108.96;42.92;0.0210
-88.90;86.77;42.84;0.0210
-86.97;71.33;42.77;0.0210
-83.62;44.61;42.69;0.0210
-90.30;80.90;42.61;0.0210
-93.45;116.95;42.53;0.0210
-89.02;87.23;42.46;0.0210
-86.12;60.29;42.38;0.0210
-88.85;38.96;42.30;0.0210
-89.86;70.05;42.22;0.0210
-90.57;107.54;42.14;0.0210
-87.49;34.00;42.06;0.0210
-87.27;8.35;41.99;0.0210
-86.37;7.71;41.91;0.0210
-87.84;-36.04;41.82;0.0210
-91.84;-95.61;41.74;0.0210
-89.88;-85.87;41.66;0.0210
-86.36;-38.31;41.58;0.0210
-84.36;-29.68;41.50;0.0210
-88.59;-33.54;41.42;0.0210
-89.19;-60.61;41.34;0.0210
-88.96;-72.76;41.26;0.0210
-87.29;-32.97;41.18;0.0210
-86.72;-3.33;41.10;0.0210
-88.54;4.91;41.03;0.0210
-89.56;-51.14;40.94;0.0210
-90.18;-76.51;40.86;0.0210
-89.55;-68.71;40.78;0.0210
-86.85;-40.16;40.70;0.0210
-83.60;-36.23;40.62;0.0210
-84.11;-20.31;40.54;0.0210
-85.85;-36.94;40.46;0.0210
-89.83;-71.51;40.38;0.0210
-84.92;-30.12;40.30;0.0210
-82.78;-28.79;40.22;0.0210
-82.66;-31.39;40.14;0.0210
-81.90;-32.84;40.06;0.0210
-82.77;-25.41;39.98;0.0210
-82.79;-24.56;39.90;0.0210
-82.48;-25.75;39.82;0.0210
-80.60;-8.14;39.74;0.0210
-76.43;-4.03;39.66;0.0210
-69.33;0.11;39.59;0.0210
-73.55;-6.32;39.51;0.0210
-81.88;6.36;39.43;0.0210
-74.61;6.08;39.35;0.0210
-71.55;-12.79;39.27;0.0210
-73.26;-10.12;39.19;0.0210
-69.80;-8.07;39.11;0.0210
-66.08;4.36;39.04;0.0210
-54.23;11.66;38.97;0.0210
-59.10;11.28;38.90;0.0210
-67.48;-4.04;38.82;0.0210
-60.14;-15.95;38.73;0.0210
-53.31;-10.49;38.65;0.0210
-49.02;-9.45;38.57;0.0210
-44.34;-3.62;38.49;0.0210
-50.75;6.37;38.42;0.0210
-53.02;-1.10;38.34;0.0210
-40.60;-10.64;38.25;0.0210
-32.54;-9.41;38.17;0.0210
-47.67;-0.49;38.09;0.0210
-39.04;3.62;38.02;0.0210
-24.64;1.55;37.94;0.0210
-33.12;-4.32;37.86;0.0210
-28.51;-7.77;37.77;0.0210
-29.92;-5.14;37.69;0.0210
-26.85;-1.21;37.62;0.0210
-17.69;-1.71;37.54;0.0210
-11.67;-4.30;37.44;0.0210
-18.37;-4.88;37.36;0.0210
-10.74;-7.77;37.25;0.0210
-2.82;-6.86;37.13;0.0210
-2.53;-5.80;37.02;0.0210
0.55;-3.00;37.08;0.0210
1.27;2.89;37.07;0.0210
2.19;2.35;37.08;0.0210
6.91;2.48;37.10;0.0210
7.42;2.35;37.12;0.0210
12.88;3.04;37.14;0.0210
12.68;-0.12;37.18;0.0210
14.19;13.46;37.18;0.0210
12.60;4.19;37.21;0.0210
16.99;3.32;37.24;0.0210
20.61;-0.65;37.27;0.0210
29.27;6.43;37.30;0.0210
19.36;10.38;37.31;0.0210
5.30;11.29;37.29;0.0210
-26.83;12.64;37.23;0.0210
36.36;31.25;37.24;0.0210
20.75;21.46;37.25;0.0210
34.06;-1.38;37.29;0.0210
19.96;17.71;37.29;0.0210
13.57;15.08;37.29;0.0210
17.98;21.67;37.29;0.0210
22.81;14.50;37.31;0.0210
28.69;18.27;37.32;0.0210
29.57;18.44;37.33;0.0210
19.93;21.42;37.33;0.0210
20.02;23.51;37.33;0.0210
41.55;15.44;37.36;0.0210
38.70;22.06;37.37;0.0210
42.03;20.57;37.39;0.0210
38.34;24.77;37.40;0.0210
38.85;14.88;37.43;0.0210
49.20;12.11;37.45;0.0210
46.59;18.80;37.47;0.0210
49.49;25.80;37.49;0.0210
39.91;24.16;37.50;0.0210
53.39;30.70;37.52;0.0210
60.18;20.43;37.54;0.0210
56.99;25.95;37.56;0.0210
64.15;29.46;37.58;0.0210
62.00;34.18;37.60;0.0210
66.51;23.28;37.63;0.0210
62.34;32.46;37.65;0.0210
72.31;34.35;37.67;0.0210
70.20;32.46;37.70;0.0210
69.13;33.38;37.72;0.0210
70.41;43.00;37.74;0.0210
72.52;32.35;37.76;0.0210
80.01;45.13;37.79;0.0210
77.96;30.55;37.81;0.0210
74.69;30.16;37.84;0.0210
80.87;26.71;37.87;0.0210
84.39;30.07;37.90;0.0210
81.56;27.17;37.93;0.0210
86.33;-27.71;37.96;0.0210
88.72;36.89;37.99;0.0210
86.96;-7.87;38.02;0.0210
89.36;43.75;38.05;0.0210
85.49;-8.94;38.09;0.0210
87.72;3.55;38.12;0.0210
92.16;-66.85;38.15;0.0210
96.56;-99.43;38.19;0.0210
94.72;-104.38;38.23;0.0210
92.94;-108.60;38.27;0.0210
91.58;-105.76;38.30;0.0210
90.64;40.98;38.33;0.0210
94.26;-51.37;38.37;0.0210
95.46;-121.96;38.40;0.0210
93.09;-123.22;38.44;0.0210
94.33;38.93;38.46;0.0210
95.35;103.03;38.49;0.0210
96.97;-70.95;38.52;0.0210
93.07;74.56;38.55;0.0210
91.46;-41.27;38.59;0.0210
92.28;83.44;38.62;0.0210
97.06;136.84;38.65;0.0210
96.28;144.74;38.68;0.0210
94.52;-27.85;38.71;0.0210
95.69;91.82;38.74;0.0210
95.78;-53.12;38.77;0.0210
95.27;-112.52;38.81;0.0210
94.99;37.53;38.83;0.0210
94.39;-62.61;38.87;0.0210
94.28;55.86;38.89;0.0210
94.94;122.83;38.92;0.0210
96.71;149.89;38.95;0.0210
93.37;-37.83;38.99;0.0210
91.96;54.79;39.01;0.0210
93.61;-74.85;39.05;0.0210
95.27;76.20;39.08;0.0210
93.68;103.93;39.10;0.0210
92.51;-27.74;39.14;0.0210
92.24;63.66;39.17;0.0210
91.66;95.24;39.19;0.0210
89.77;-13.53;39.23;0.0210
93.23;87.26;39.26;0.0210
92.98;114.26;39.28;0.0210
91.69;126.95;39.31;0.0210
91.65;120.99;39.34;0.0210
92.68;125.57;39.37;0.0210
91.65;121.00;39.40;0.0210
91.97;116.33;39.43;0.0210
91.30;116.96;39.45;0.0210
91.68;133.08;39.48;0.0210
91.00;112.88;39.51;0.0210
91.53;137.59;39.54;0.0210
90.62;112.05;39.57;0.0210
89.49;89.16;39.60;0.0210
90.21;90.97;39.62;0.0210
89.02;85.35;39.65;0.0210
90.40;105.19;39.68;0.0210
91.86;138.50;39.71;0.0210
89.34;105.63;39.73;0.0210
89.83;89.27;39.76;0.0210
88.85;85.64;39.79;0.0210
87.77;80.83;39.81;0.0210
84.29;51.27;39.84;0.0210
84.55;60.12;39.86;0.0210
86.72;61.10;39.89;0.0210
84.39;57.75;39.91;0.0210
78.81;43.54;39.94;0.0210
79.12;39.20;39.96;0.0210
79.19;40.78;39.99;0.0210
80.62;30.34;40.01;0.0210
78.84;35.51;40.04;0.0210
76.12;34.40;40.06;0.0210
71.61;30.99;40.09;0.0210
76.36;18.37;40.11;0.0210
71.10;22.66;40.14;0.0210
67.31;18.69;40.16;0.0210
71.10;12.93;40.19;0.0210
61.49;9.39;40.22;0.0210
65.46;11.58;40.25;0.0210
64.32;16.72;40.27;0.0210
49.23;14.00;40.29;0.0210
58.27;10.93;40.32;0.0210
57.62;8.95;40.35;0.0210
48.73;11.35;40.37;0.0210
41.79;13.84;40.39;0.0210
52.54;7.70;40.42;0.0210
44.11;10.03;40.44;0.0210
54.16;12.92;40.46;0.0210
45.79;14.29;40.48;0.0210
31.74;10.92;40.50;0.0210
8.53;14.55;40.49;0.0210
34.50;15.70;40.51;0.0210
52.26;9.46;40.54;0.0210
38.56;14.66;40.55;0.0210
2.86;11.75;40.53;0.0210
39.27;12.80;40.55;0.0210
42.04;8.33;40.57;0.0210
15.94;7.16;40.59;0.0210
-1.83;11.58;40.55;0.0210
10.05;10.52;40.56;0.0210
24.99;9.22;40.58;0.0210
25.27;8.52;40.60;0.0210
20.59;9.44;40.61;0.0210
-0.23;10.59;40.58;0.0210
2.42;9.94;40.57;0.0210
19.30;9.14;40.58;0.0210
14.52;10.86;40.59;0.0210
0.34;12.13;40.56;0.0210
-0.25;10.43;40.54;0.0210
10.55;6.80;40.55;0.0210
11.54;8.47;40.56;0.0210
3.34;10.24;40.54;0.0210
-6.56;9.60;40.50;0.0210
-5.46;6.84;40.44;0.0210
1.37;9.46;40.43;0.0210
-12.10;9.12;40.37;0.0210
-20.51;11.10;40.31;0.0210
-8.86;8.60;40.25;0.0210
7.49;6.98;40.26;0.0210
-7.43;9.53;40.22;0.0210
-10.64;10.37;40.16;0.0210
-11.57;8.85;40.11;0.0210
1.49;9.35;40.09;0.0210
0.45;14.42;40.07;0.0210
-20.31;8.32;40.00;0.0210
-24.23;6.41;39.93;0.0210
-25.46;-1.64;39.84;0.0210
-17.70;3.36;39.77;0.0210
-12.91;9.22;39.72;0.0210
-16.76;9.28;39.66;0.0210
-22.93;4.07;39.59;0.0210
-26.95;-3.21;39.50;0.0210
-28.91;0.81;39.43;0.0210
-33.74;2.94;39.35;0.0210
-37.75;2.56;39.28;0.0210
-37.82;-0.39;39.20;0.0210
-39.11;-3.72;39.12;0.0210
-46.81;0.95;39.04;0.0210
-50.49;1.96;38.96;0.0210
-52.41;3.19;38.89;0.0210
-53.89;2.69;38.81;0.0210
-51.67;-0.31;38.73;0.0210
-54.35;3.22;38.66;0.0210
-57.37;11.05;38.59;0.0210
-64.08;17.76;38.52;0.0210
-62.85;15.16;38.44;0.0210
-64.92;13.92;38.37;0.0210
-66.48;10.69;38.30;0.0210
-69.55;14.10;38.22;0.0210
-73.82;8.43;38.15;0.0210
-76.45;9.26;38.07;0.0210
-77.30;18.16;38.00;0.0210
-81.14;31.44;37.92;0.0210
-86.36;49.30;37.85;0.0210
-88.47;70.62;37.78;0.0210
-84.80;51.79;37.71;0.0210
-86.12;63.30;37.64;0.0210
-85.83;65.77;37.57;0.0210
-87.12;71.49;37.50;0.0210
-92.62;99.76;37.42;0.0210
-94.24;112.75;37.35;0.0210
-91.54;104.29;37.28;0.0210
-92.62;112.44;37.21;0.0210
-92.31;109.28;37.14;0.0210
-93.56;116.19;37.06;0.0210
-95.12;137.45;36.99;0.0210
-93.77;131.59;36.91;0.0210
-91.97;112.58;36.84;0.0210
-94.12;111.28;36.77;0.0210
-92.87;109.32;36.70;0.0210
-96.97;119.31;36.63;0.0210
-95.32;120.55;36.56;0.0210
-94.18;115.51;36.49;0.0210
-94.44;116.91;36.42;0.0210
-92.40;111.50;36.35;0.0210
-91.82;105.52;36.28;0.0210
-91.74;102.13;36.21;0.0210
-90.85;97.69;36.14;0.0210
-88.40;83.28;36.07;0.0210
-89.58;86.04;36.00;0.0210
-88.87;83.82;35.93;0.0210
-88.93;82.43;35.86;0.0210
-89.00;82.66;35.78;0.0210
-86.55;70.99;35.71;0.0210
-86.20;61.67;35.64;0.0210
-85.13;51.86;35.57;0.0210
-85.31;57.27;35.50;0.0210
-85.39;59.76;35.43;0.0210
-87.45;71.87;35.36;0.0210
-85.60;67.90;35.29;0.0210
-76.77;47.47;35.22;0.0210
-73.36;42.03;35.15;0.0210
-72.70;47.84;35.09;0.0210
-67.33;38.20;35.03;0.0210
-66.46;34.97;34.96;0.0210
-58.82;34.38;34.90;0.0210
-58.10;37.38;34.84;0.0210
-52.20;32.57;34.78;0.0210
-49.58;29.10;34.72;0.0210
-38.80;18.52;34.65;0.0210
-50.88;23.85;34.59;0.0210
-45.09;29.79;34.54;0.0210
-39.06;26.14;34.48;0.0210
-25.43;14.20;34.42;0.0210
-45.01;18.14;34.35;0.0210
-39.10;22.21;34.30;0.0210
-26.67;21.48;34.24;0.0210
-13.80;17.79;34.20;0.0210
-10.05;12.26;34.15;0.0210
-24.71;12.10;34.09;0.0210
-18.06;16.19;34.04;0.0210
-4.92;11.90;34.01;0.0210
-17.95;12.02;33.96;0.0210
-24.68;19.66;33.91;0.0210
-10.58;15.62;33.87;0.0210
-5.38;8.71;33.82;0.0210
-6.44;8.37;33.77;0.0210
-4.66;7.45;33.73;0.0210
-0.16;7.41;33.72;0.0210
-2.47;8.71;33.69;0.0210
2.28;9.22;33.67;0.0210
4.43;8.46;33.67;0.0210
-1.55;5.80;33.64;0.0210
-4.74;9.23;33.60;0.0210
-5.61;6.85;33.55;0.0210
12.69;-0.23;33.60;0.0210
16.21;0.22;33.63;0.0210
10.64;0.51;33.66;0.0210
-1.08;6.55;33.63;0.0210
-3.93;7.19;33.60;0.0210
16.24;-1.44;33.64;0.0210
19.82;-4.81;33.69;0.0210
3.12;-1.10;33.70;0.0210
8.99;-2.37;33.74;0.0210
21.30;-6.75;33.79;0.0210
24.48;-6.78;33.83;0.0210
17.10;-0.16;33.86;0.0210
2.51;3.72;33.84;0.0210
9.98;4.00;33.86;0.0210
14.26;-4.58;33.92;0.0210
27.86;-4.17;33.96;0.0210
21.26;-2.90;33.99;0.0210
21.05;-1.54;34.03;0.0210
25.81;0.95;34.06;0.0210
20.21;-1.43;34.10;0.0210
23.02;-4.78;34.14;0.0210
31.15;0.66;34.17;0.0210
32.67;-3.54;34.21;0.0210
33.02;-3.88;34.25;0.0210
21.23;-19.35;34.31;0.0210
38.47;-16.18;34.36;0.0210
43.12;-22.42;34.41;0.0210
46.88;-23.01;34.45;0.0210
51.27;-21.68;34.50;0.0210
52.98;-25.32;34.54;0.0210
61.67;-25.05;34.58;0.0210
54.44;-24.18;34.63;0.0210
58.72;-24.62;34.67;0.0210
64.26;-33.16;34.72;0.0210
67.40;-35.31;34.76;0.0210
68.07;-29.78;34.80;0.0210
69.41;-25.59;34.84;0.0210
65.49;-19.26;34.88;0.0210
66.68;-22.00;34.91;0.0210
69.72;-20.09;34.95;0.0210
72.86;-10.77;34.99;0.0210
65.44;-19.32;35.03;0.0210
62.88;-12.59;35.06;0.0210
65.76;-7.25;35.10;0.0210
68.99;-2.45;35.13;0.0210
73.06;2.65;35.16;0.0210
75.63;11.03;35.19;0.0210
78.39;-20.40;35.23;0.0210
82.76;-48.55;35.27;0.0210
87.08;-62.99;35.31;0.0210
92.87;68.40;35.34;0.0210
92.08;-34.20;35.38;0.0210
99.64;-91.13;35.42;0.0210
100.66;-119.20;35.46;0.0210
100.69;-125.68;35.50;0.0210
100.85;-124.44;35.54;0.0210
103.72;-129.93;35.59;0.0210
106.46;-141.46;35.62;0.0210
105.81;-147.32;35.66;0.0210
97.11;-141.62;35.70;0.0210
97.41;-157.45;35.73;0.0210
98.32;-162.44;35.77;0.0210
98.13;-164.68;35.80;0.0210
104.84;-162.74;35.84;0.0210
101.87;-171.21;35.87;0.0210
100.81;-176.47;35.90;0.0210
104.49;36.13;35.93;0.0210
104.67;117.43;35.96;0.0210
102.15;154.34;35.99;0.0210
106.70;169.40;36.03;0.0210
107.01;175.22;36.06;0.0210
106.28;-39.95;36.09;0.0210
103.24;-123.57;36.12;0.0210
102.04;-149.04;36.16;0.0210
106.01;-165.28;36.19;0.0210
106.47;-168.97;36.23;0.0210
101.69;-170.70;36.26;0.0210
98.18;-152.12;36.30;0.0210
93.61;39.38;36.33;0.0210
93.36;94.56;36.36;0.0210
89.24;83.85;36.39;0.0210
85.83;72.25;36.41;0.0210
81.31;58.16;36.44;0.0210
82.76;54.03;36.46;0.0210
75.49;36.83;36.49;0.0210
71.73;29.79;36.52;0.0210
67.93;19.75;36.55;0.0210
63.26;22.51;36.57;0.0210
62.18;21.65;36.60;0.0210
61.28;21.81;36.62;0.0210
56.09;20.28;36.65;0.0210
52.03;15.08;36.67;0.0210
49.39;12.22;36.70;0.0210
49.60;13.76;36.72;0.0210
48.17;11.00;36.75;0.0210
